histogram,entries,mean,std_dev
reco_mult_prim_total,2273.00,2.22,1.26
reco_mult_prim_shower,875.00,2.59,2.13
reco_length_prim_muon,6774.00,50.07,31.24
reco_length_prim_pion,1941.00,28.82,24.29
reco_length_prim_proton,3233.00,23.67,22.50
reco_cosTheta_prim_muon,6774.00,0.07,0.11
reco_cosTheta_prim_pion,1941.00,0.16,0.18
reco_cosTheta_prim_proton,3233.00,0.21,0.23
reco_energy_prim_muon,6774.00,0.22,0.11
reco_energy_prim_pion,1941.00,0.12,0.08
reco_energy_prim_proton,3233.00,0.18,0.11
