histogram,entries,mean,std_dev
reco_mult_prim_total,33.00,1.79,0.91
reco_mult_prim_shower,17.00,1.76,1.39
reco_length_prim_muon,218.00,28.78,24.52
reco_length_prim_pion,70.00,16.08,14.57
reco_length_prim_proton,67.00,12.47,12.68
reco_cosTheta_prim_muon,218.00,0.16,0.19
reco_cosTheta_prim_pion,70.00,0.25,0.21
reco_cosTheta_prim_proton,67.00,0.33,0.25
reco_energy_prim_muon,218.00,0.14,0.11
reco_energy_prim_pion,70.00,0.07,0.05
reco_energy_prim_proton,67.00,0.12,0.07
