histogram,entries,mean,std_dev
reco_mult_prim_total,30.00,2.13,1.33
reco_mult_prim_shower,13.00,2.15,1.51
reco_length_prim_muon,198.00,37.81,31.83
reco_length_prim_pion,61.00,27.41,23.20
reco_length_prim_proton,70.00,18.31,16.72
reco_cosTheta_prim_muon,198.00,0.12,0.16
reco_cosTheta_prim_pion,61.00,0.16,0.19
reco_cosTheta_prim_proton,70.00,0.22,0.21
reco_energy_prim_muon,198.00,0.15,0.10
reco_energy_prim_pion,61.00,0.11,0.07
reco_energy_prim_proton,70.00,0.15,0.08
