histogram,entries,mean,std_dev
reco_mult_prim_total,2094.00,2.38,1.30
reco_mult_prim_shower,842.00,2.01,1.47
reco_length_prim_muon,6374.00,34.01,21.84
reco_length_prim_pion,1039.00,21.28,17.33
reco_length_prim_proton,2945.00,18.34,16.78
reco_cosTheta_prim_muon,6374.00,0.10,0.12
reco_cosTheta_prim_pion,1039.00,0.18,0.18
reco_cosTheta_prim_proton,2945.00,0.23,0.22
reco_energy_prim_muon,6374.00,0.17,0.10
reco_energy_prim_pion,1039.00,0.10,0.07
reco_energy_prim_proton,2945.00,0.15,0.09
